2021/11/20 22:20:17 [error] 10380#22912: *4274 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/upgrade/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/ HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 22:20:18 [error] 10380#22912: *4277 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/uploads/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/ HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 22:20:18 [error] 10380#22912: *4282 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-includes/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-includes/ HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:21:05 [error] 10380#22912: *4991 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:21:06 [error] 10380#22912: *5000 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:21:09 [error] 10380#22912: *5051 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/app.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:22:19 [error] 10380#22912: *5248 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/editor.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:22:36 [error] 10380#22912: *5610 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/login.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:22:49 [error] 10380#22912: *5703 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/source/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:45 [error] 10380#22912: *6063 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/adminer.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:47 [error] 10380#22912: *6146 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/news/admin/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:48 [error] 10380#22912: *6175 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/content.php?get_action=display_doc&doc_file=CREDITS HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:50 [error] 10380#22912: *6242 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/ang/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:57 [error] 10380#22912: *6489 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/base/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:23:58 [error] 10380#22912: *6526 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/artmedic_links5/index.php?id=index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:02 [error] 10380#22912: *6667 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:04 [error] 10380#22912: *6734 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:04 [error] 10380#22912: *6735 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/blogs/admin.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:04 [error] 10380#22912: *6736 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/evoadm.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:04 [error] 10380#22912: *6737 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/basilix.php?is_ssl=1 HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:04 [error] 10380#22912: *6762 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin/index.php?login HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:06 [error] 10380#22912: *6859 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/wiki/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:06 [error] 10380#22912: *6860 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/users/login.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:08 [error] 10380#22912: *6907 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/blob.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:12 [error] 10380#22912: *7044 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin/login.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:15 [error] 10380#22912: *7175 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/status.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:17 [error] 10380#22912: *7254 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/about.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:18 [error] 10380#22912: *7271 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/cvs.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:18 [error] 10380#22912: *7292 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin_area/login.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:22 [error] 10380#22912: *7405 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/index.php?page=start HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:22 [error] 10380#22912: *7424 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/upgrade/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/?Mode=debug HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:23 [error] 10380#22912: *7459 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/uploads/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/?Mode=debug HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:24 [error] 10380#22912: *7498 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-includes/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-includes/?Mode=debug HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:27 [error] 10380#22912: *7631 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/LightNEasy.php?do=login HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:30 [error] 10380#22912: *7742 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/titleBar.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:34 [error] 10380#22912: *7927 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/feed.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:34 [error] 10380#22912: *7930 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/doku.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:35 [error] 10380#22912: *7955 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/upgrade/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/?page=login&action=about HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:35 [error] 10380#22912: *7956 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-content/uploads/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/?page=login&action=about HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:35 [error] 10380#22912: *7957 directory index of "C:/Users/ndvan/Local Sites/mywppage/app/public/wp-includes/" is forbidden, client: 127.0.0.1, server: , request: "GET /wp-includes/?page=login&action=about HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7984 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-content/mailwise/mw.exe HTTP/1.0", upstream: "fastcgi://127.0.0.1:10003", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7984 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /wp-content/mailwise/mw.exe HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7989 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/help/index.php HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7987 WSARecv() failed (10054: An existing connection was forcibly closed by the remote host) while reading response header from upstream, client: 127.0.0.1, server: , request: "GET /forum/login HTTP/1.0", upstream: "fastcgi://127.0.0.1:10002", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7987 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /forum/login HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7990 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/help/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7991 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7992 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/admin_panel/index.php HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7993 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /forums/login HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7994 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cbgrn/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7995 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-includes/help/index.php HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7996 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /community/login HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7997 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/garoon/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7998 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/admin_panel/index.php HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *7999 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/grn/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8000 access forbidden by rule, client: 127.0.0.1, server: , request: "GET /wp-content/uploads/admin_panel/index.php HTTP/1.0", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8001 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/ag.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8002 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/ag.cgi HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8003 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cbag/ag.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8004 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-includes/admin_panel/index.php HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8005 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cbag/ag.cgi HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8006 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/office/ag.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8007 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/office/ag.cgi HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8008 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cgi-bin/cbag/ag.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8009 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cgi-bin/cbag/ag.cgi HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8010 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/db.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8011 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cbdb/db.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8012 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/dezie/db.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8013 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/mw.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8014 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/cbmw/mw.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8015 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/plugins/mailwise/mw.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8016 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8017 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/cbgrn/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8018 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/garoon/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
2021/11/20 23:24:36 [error] 10380#22912: *8019 no live upstreams while connecting to upstream, client: 127.0.0.1, server: , request: "GET /wp-content/upgrade/grn/grn.exe HTTP/1.0", upstream: "fastcgi://php", host: "dn-aavn-ws-001.aavn.local"
